..................The Test OutPut Data............

Sn=WS11209011619599,

TestTime=2020/11/09 20:47:49,

SaveTime=2020/11/09 20:47:50,

Voc=45.6200,

Isc=9.2660,

Rsh=1139.5588,

Rs=0.4610,

Pmax=330.7000,

Vm=38.2960,

Im=8.6350,

FF=78.2301,

EFF(cell)=18.6338,

EFF(Module)=16.6101,

Rank=330 WP I2

Current	 Voltage

9.2413	 7.6916

9.2408	 7.6974

9.2403	 7.7033

9.2398	 7.7091

9.2393	 7.7150

9.2388	 7.7208

9.2383	 7.7266

9.2325	 7.7408

9.2321	 7.7475

9.2318	 7.7541

9.2315	 7.7608

9.2311	 7.7675

9.2308	 7.7742

9.2304	 7.7809

9.2301	 7.7876

9.2298	 7.7942

9.2294	 7.8009

9.2291	 7.8076

9.2287	 7.8143

9.2284	 7.8210

9.2281	 7.8277

9.2277	 7.8343

9.2274	 7.8410

9.2270	 7.8477

9.2267	 7.8544

9.2264	 7.8611

9.2260	 7.8678

9.2257	 7.8744

9.2253	 7.8811

9.2250	 7.8878

9.2247	 7.8945

9.2243	 7.9012

9.2240	 7.9079

9.2236	 7.9146

9.2233	 7.9212

9.2230	 7.9279

9.2226	 7.9346

9.2223	 7.9413

9.2219	 7.9480

9.2216	 7.9547

9.2213	 7.9613

9.2209	 7.9680

9.2206	 7.9747

9.2202	 7.9814

9.2199	 7.9881

9.2196	 7.9948

9.2192	 8.0014

9.2257	 8.0068

9.2259	 8.0136

9.2261	 8.0204

9.2263	 8.0273

9.2265	 8.0341

9.2267	 8.0409

9.2269	 8.0477

9.2271	 8.0545

9.2273	 8.0614

9.2275	 8.0682

9.2276	 8.0750

9.2278	 8.0818

9.2280	 8.0887

9.2282	 8.0955

9.2284	 8.1023

9.2286	 8.1091

9.2288	 8.1160

9.2290	 8.1228

9.2292	 8.1296

9.2294	 8.1364

9.2296	 8.1433

9.2298	 8.1501

9.2300	 8.1569

9.2302	 8.1637

9.2304	 8.1706

9.2306	 8.1774

9.2308	 8.1842

9.2309	 8.1910

9.2311	 8.1978

9.2313	 8.2047

9.2315	 8.2115

9.2317	 8.2183

9.2319	 8.2251

9.2321	 8.2320

9.2323	 8.2388

9.2325	 8.2456

9.2327	 8.2524

9.2329	 8.2593

9.2331	 8.2661

9.2083	 8.2696

9.2086	 8.2767

9.2089	 8.2838

9.2092	 8.2909

9.2095	 8.2979

9.2098	 8.3050

9.2101	 8.3121

9.2104	 8.3192

9.2107	 8.3262

9.2110	 8.3333

9.2113	 8.3404

9.2116	 8.3475

9.2119	 8.3546

9.2122	 8.3616

9.2125	 8.3687

9.2128	 8.3758

9.2132	 8.3829

9.2135	 8.3899

9.2138	 8.3970

9.2141	 8.4041

9.2144	 8.4112

9.2147	 8.4182

9.2150	 8.4253

9.2153	 8.4324

9.2156	 8.4395

9.2159	 8.4466

9.2162	 8.4536

9.2165	 8.4607

9.2168	 8.4678

9.2171	 8.4749

9.2174	 8.4819

9.2177	 8.4890

9.2180	 8.4961

9.2183	 8.5032

9.2186	 8.5103

9.2189	 8.5173

9.2192	 8.5244

9.2196	 8.5315

9.2199	 8.5386

9.1968	 8.5400

9.1981	 8.5458

9.1994	 8.5516

9.2006	 8.5575

9.2019	 8.5633

9.2032	 8.5691

9.2045	 8.5750

9.2057	 8.5808

9.2070	 8.5866

9.2083	 8.5925

9.2096	 8.5983

9.2108	 8.6041

9.2121	 8.6099

9.2134	 8.6158

9.2147	 8.6216

9.2159	 8.6274

9.2172	 8.6333

9.2185	 8.6391

9.2198	 8.6449

9.2211	 8.6508

9.2223	 8.6566

9.2236	 8.6624

9.2249	 8.6682

9.2262	 8.6741

9.2275	 8.6799

9.2287	 8.6857

9.2300	 8.6916

9.2313	 8.6974

9.2326	 8.7032

9.2339	 8.7090

9.2352	 8.7149

9.2364	 8.7207

9.2377	 8.7265

9.2390	 8.7324

9.2403	 8.7382

9.2416	 8.7440

9.2429	 8.7499

9.2442	 8.7557

9.2454	 8.7615

9.2467	 8.7673

9.2344	 8.8085

9.2343	 8.8145

9.2341	 8.8205

9.2340	 8.8265

9.2339	 8.8326

9.2337	 8.8386

9.2336	 8.8446

9.2335	 8.8506

9.2333	 8.8566

9.2332	 8.8626

9.2331	 8.8686

9.2329	 8.8747

9.2328	 8.8807

9.2327	 8.8867

9.2325	 8.8927

9.2324	 8.8987

9.2323	 8.9047

9.2322	 8.9107

9.2320	 8.9168

9.2319	 8.9228

9.2318	 8.9288

9.2316	 8.9348

9.2315	 8.9408

9.2314	 8.9468

9.2312	 8.9528

9.2311	 8.9589

9.2310	 8.9649

9.2308	 8.9709

9.2307	 8.9769

9.2306	 8.9829

9.2304	 8.9889

9.2303	 8.9949

9.2302	 9.0010

9.2300	 9.0070

9.2299	 9.0130

9.2298	 9.0190

9.2296	 9.0250

9.2295	 9.0310

9.2294	 9.0370

9.2292	 9.0431

9.2144	 9.0586

9.2147	 9.0650

9.2150	 9.0713

9.2153	 9.0777

9.2156	 9.0840

9.2159	 9.0904

9.2162	 9.0967

9.2165	 9.1031

9.2168	 9.1094

9.2170	 9.1158

9.2173	 9.1222

9.2176	 9.1285

9.2179	 9.1349

9.2182	 9.1412

9.2185	 9.1476

9.2188	 9.1539

9.2191	 9.1603

9.2194	 9.1666

9.2196	 9.1730

9.2199	 9.1793

9.2202	 9.1857

9.2205	 9.1920

9.2208	 9.1984

9.2211	 9.2047

9.2214	 9.2111

9.2217	 9.2174

9.2220	 9.2238

9.2222	 9.2301

9.2225	 9.2365

9.2228	 9.2428

9.2231	 9.2492

9.2234	 9.2555

9.2237	 9.2619

9.2240	 9.2682

9.2243	 9.2746

9.2246	 9.2809

9.2248	 9.2873

9.2251	 9.2936

9.2254	 9.3000

9.2257	 9.3063

9.2323	 9.3284

9.2319	 9.3345

9.2314	 9.3405

9.2309	 9.3466

9.2305	 9.3526

9.2300	 9.3586

9.2296	 9.3647

9.2291	 9.3707

9.2286	 9.3768

9.2282	 9.3828

9.2277	 9.3889

9.2273	 9.3949

9.2268	 9.4010

9.2263	 9.4070

9.2259	 9.4130

9.2254	 9.4191

9.2250	 9.4251

9.2245	 9.4312

9.2240	 9.4372

9.2236	 9.4433

9.2231	 9.4493

9.2227	 9.4554

9.2222	 9.4614

9.2218	 9.4674

9.2213	 9.4735

9.2208	 9.4795

9.2204	 9.4856

9.2199	 9.4916

9.2195	 9.4977

9.2190	 9.5037

9.2185	 9.5098

9.2181	 9.5158

9.2176	 9.5218

9.2172	 9.5279

9.2167	 9.5339

9.2163	 9.5400

9.2158	 9.5460

9.2153	 9.5521

9.2149	 9.5581

9.2144	 9.5642

9.2333	 9.5690

9.2333	 9.5761

9.2332	 9.5832

9.2332	 9.5903

9.2331	 9.5974

9.2331	 9.6045

9.2330	 9.6116

9.2330	 9.6187

9.2329	 9.6258

9.2329	 9.6329

9.2328	 9.6400

9.2328	 9.6471

9.2327	 9.6542

9.2327	 9.6613

9.2326	 9.6684

9.2326	 9.6755

9.2325	 9.6826

9.2325	 9.6897

9.2324	 9.6968

9.2324	 9.7039

9.2323	 9.7110

9.2323	 9.7181

9.2322	 9.7251

9.2322	 9.7322

9.2321	 9.7393

9.2321	 9.7464

9.2320	 9.7535

9.2320	 9.7606

9.2319	 9.7677

9.2319	 9.7748

9.2318	 9.7819

9.2318	 9.7890

9.2318	 9.7961

9.2317	 9.8032

9.2317	 9.8103

9.2316	 9.8174

9.2316	 9.8245

9.2315	 9.8316

9.2315	 9.8387

9.2314	 9.8458

9.2215	 9.8529

9.2215	 9.8604

9.2215	 9.8679

9.2215	 9.8754

9.2214	 9.8829

9.2214	 9.8904

9.2214	 9.8979

9.2214	 9.9054

9.2214	 9.9129

9.2213	 9.9204

9.2213	 9.9279

9.2213	 9.9354

9.2213	 9.9429

9.2213	 9.9504

9.2212	 9.9579

9.2212	 9.9654

9.2212	 9.9729

9.2212	 9.9805

9.2212	 9.9880

9.2211	 9.9955

9.2211	 10.0030

9.2211	 10.0105

9.2211	 10.0180

9.2211	 10.0255

9.2210	 10.0330

9.2210	 10.0405

9.2210	 10.0480

9.2210	 10.0555

9.2210	 10.0630

9.2209	 10.0705

9.2209	 10.0780

9.2209	 10.0855

9.2209	 10.0930

9.2209	 10.1005

9.2208	 10.1080

9.2208	 10.1155

9.2208	 10.1231

9.2239	 10.1286

9.2240	 10.1349

9.2242	 10.1412

9.2243	 10.1475

9.2244	 10.1538

9.2246	 10.1600

9.2247	 10.1663

9.2248	 10.1726

9.2250	 10.1789

9.2251	 10.1852

9.2253	 10.1915

9.2254	 10.1978

9.2255	 10.2041

9.2257	 10.2104

9.2258	 10.2167

9.2259	 10.2230

9.2261	 10.2293

9.2262	 10.2356

9.2263	 10.2419

9.2265	 10.2482

9.2266	 10.2544

9.2268	 10.2607

9.2269	 10.2670

9.2270	 10.2733

9.2272	 10.2796

9.2273	 10.2859

9.2274	 10.2922

9.2276	 10.2985

9.2277	 10.3048

9.2279	 10.3111

9.2280	 10.3174

9.2281	 10.3237

9.2283	 10.3300

9.2284	 10.3363

9.2285	 10.3426

9.2287	 10.3488

9.2288	 10.3551

9.2161	 10.3747

9.2161	 10.3811

9.2161	 10.3875

9.2161	 10.3939

9.2161	 10.4003

9.2161	 10.4067

9.2161	 10.4131

9.2161	 10.4195

9.2161	 10.4259

9.2161	 10.4323

9.2161	 10.4387

9.2161	 10.4451

9.2161	 10.4515

9.2161	 10.4579

9.2161	 10.4643

9.2161	 10.4707

9.2161	 10.4771

9.2161	 10.4835

9.2161	 10.4899

9.2161	 10.4963

9.2161	 10.5027

9.2160	 10.5091

9.2160	 10.5155

9.2160	 10.5219

9.2160	 10.5283

9.2160	 10.5347

9.2160	 10.5411

9.2160	 10.5475

9.2160	 10.5539

9.2160	 10.5603

9.2160	 10.5667

9.2160	 10.5731

9.2160	 10.5795

9.2160	 10.5859

9.2160	 10.5923

9.2160	 10.5987

9.2160	 10.6051

9.2160	 10.6115

9.2160	 10.6179

9.2160	 10.6243

9.2146	 10.6581

9.2147	 10.6636

9.2148	 10.6691

9.2149	 10.6746

9.2151	 10.6800

9.2152	 10.6855

9.2153	 10.6910

9.2154	 10.6965

9.2156	 10.7020

9.2157	 10.7075

9.2158	 10.7130

9.2159	 10.7185

9.2161	 10.7240

9.2162	 10.7295

9.2163	 10.7350

9.2164	 10.7405

9.2166	 10.7460

9.2167	 10.7515

9.2168	 10.7570

9.2170	 10.7625

9.2171	 10.7680

9.2172	 10.7735

9.2173	 10.7790

9.2175	 10.7845

9.2176	 10.7900

9.2177	 10.7955

9.2178	 10.8010

9.2180	 10.8065

9.2181	 10.8120

9.2182	 10.8175

9.2183	 10.8230

9.2185	 10.8285

9.2186	 10.8340

9.2187	 10.8395

9.2189	 10.8449

9.2190	 10.8504

9.2191	 10.8559

9.2192	 10.8614

9.2194	 10.8669

9.2195	 10.8724

9.1923	 10.9054

9.1925	 10.9114

9.1927	 10.9175

9.1929	 10.9236

9.1931	 10.9297

9.1933	 10.9358

9.1935	 10.9419

9.1937	 10.9479

9.1939	 10.9540

9.1941	 10.9601

9.1942	 10.9662

9.1944	 10.9723

9.1946	 10.9784

9.1948	 10.9844

9.1950	 10.9905

9.1952	 10.9966

9.1954	 11.0027

9.1956	 11.0088

9.1958	 11.0148

9.1960	 11.0209

9.1962	 11.0270

9.1963	 11.0331

9.1965	 11.0392

9.1967	 11.0453

9.1969	 11.0513

9.1971	 11.0574

9.1973	 11.0635

9.1975	 11.0696

9.1977	 11.0757

9.1979	 11.0818

9.1981	 11.0878

9.1982	 11.0939

9.1984	 11.1000

9.1986	 11.1061

9.1988	 11.1122

9.1990	 11.1182

9.1992	 11.1243

9.1994	 11.1304

9.1996	 11.1365

9.1998	 11.1426

9.1953	 11.1700

9.1939	 11.1762

9.1926	 11.1823

9.1913	 11.1884

9.1899	 11.1946

9.1886	 11.2007

9.1873	 11.2068

9.1859	 11.2130

9.1846	 11.2191

9.1833	 11.2252

9.1820	 11.2314

9.1806	 11.2375

9.1793	 11.2436

9.1780	 11.2498

9.1766	 11.2559

9.1753	 11.2620

9.1740	 11.2682

9.1727	 11.2743

9.1713	 11.2804

9.1700	 11.2866

9.1687	 11.2927

9.1673	 11.2988

9.1660	 11.3050

9.1647	 11.3111

9.1634	 11.3173

9.1620	 11.3234

9.1607	 11.3295

9.1594	 11.3357

9.1580	 11.3418

9.1567	 11.3479

9.1554	 11.3541

9.1541	 11.3602

9.1527	 11.3663

9.1514	 11.3725

9.1501	 11.3786

9.1487	 11.3847

9.1474	 11.3909

9.1461	 11.3970

9.1448	 11.4031

9.1434	 11.4093

9.1521	 11.4230

9.1502	 11.4293

9.1482	 11.4357

9.1462	 11.4421

9.1443	 11.4485

9.1423	 11.4549

9.1403	 11.4612

9.1384	 11.4676

9.1364	 11.4740

9.1344	 11.4804

9.1325	 11.4868

9.1305	 11.4931

9.1286	 11.4995

9.1266	 11.5059

9.1246	 11.5123

9.1227	 11.5187

9.1207	 11.5251

9.1187	 11.5314

9.1168	 11.5378

9.1148	 11.5442

9.1128	 11.5506

9.1109	 11.5570

9.1089	 11.5633

9.1070	 11.5697

9.1050	 11.5761

9.1030	 11.5825

9.1011	 11.5889

9.0991	 11.5952

9.0972	 11.6016

9.0952	 11.6080

9.0932	 11.6144

9.0913	 11.6208

9.0893	 11.6271

9.0873	 11.6335

9.0854	 11.6399

9.0834	 11.6463

9.0815	 11.6527

9.0795	 11.6590

9.0775	 11.6654

9.0756	 11.6718

9.0850	 11.6957

9.0852	 11.7017

9.0854	 11.7077

9.0856	 11.7138

9.0858	 11.7198

9.0860	 11.7258

9.0862	 11.7318

9.0864	 11.7379

9.0866	 11.7439

9.0868	 11.7499

9.0870	 11.7559

9.0872	 11.7620

9.0874	 11.7680

9.0876	 11.7740

9.0878	 11.7800

9.0880	 11.7861

9.0882	 11.7921

9.0884	 11.7981

9.0886	 11.8041

9.0888	 11.8101

9.0890	 11.8162

9.0892	 11.8222

9.0894	 11.8282

9.0896	 11.8342

9.0898	 11.8403

9.0900	 11.8463

9.0902	 11.8523

9.0904	 11.8583

9.0906	 11.8644

9.0908	 11.8704

9.0910	 11.8764

9.0912	 11.8824

9.0914	 11.8885

9.0916	 11.8945

9.0918	 11.9005

9.0920	 11.9065

9.0922	 11.9126

9.0924	 11.9186

9.0926	 11.9246

9.0928	 11.9306

9.0819	 11.9395

9.0820	 11.9465

9.0821	 11.9535

9.0822	 11.9605

9.0823	 11.9675

9.0825	 11.9744

9.0826	 11.9814

9.0827	 11.9884

9.0828	 11.9954

9.0829	 12.0024

9.0830	 12.0093

9.0831	 12.0163

9.0832	 12.0233

9.0834	 12.0303

9.0835	 12.0373

9.0836	 12.0442

9.0837	 12.0512

9.0838	 12.0582

9.0839	 12.0652

9.0840	 12.0722

9.0841	 12.0791

9.0843	 12.0861

9.0844	 12.0931

9.0845	 12.1001

9.0846	 12.1071

9.0847	 12.1140

9.0848	 12.1210

9.0849	 12.1280

9.0850	 12.1350

9.0852	 12.1419

9.0853	 12.1489

9.0854	 12.1559

9.0855	 12.1629

9.0856	 12.1699

9.0857	 12.1768

9.0858	 12.1838

9.0859	 12.1908

9.0861	 12.1978

9.0862	 12.2048

9.0863	 12.2117

9.0755	 12.2133

9.0757	 12.2199

9.0760	 12.2264

9.0763	 12.2330

9.0765	 12.2395

9.0768	 12.2461

9.0771	 12.2526

9.0773	 12.2592

9.0776	 12.2657

9.0779	 12.2723

9.0781	 12.2788

9.0784	 12.2853

9.0786	 12.2919

9.0789	 12.2984

9.0792	 12.3050

9.0794	 12.3115

9.0797	 12.3181

9.0800	 12.3246

9.0802	 12.3312

9.0805	 12.3377

9.0808	 12.3443

9.0810	 12.3508

9.0813	 12.3574

9.0815	 12.3639

9.0818	 12.3705

9.0821	 12.3770

9.0823	 12.3836

9.0826	 12.3901

9.0829	 12.3967

9.0831	 12.4032

9.0834	 12.4098

9.0837	 12.4163

9.0839	 12.4229

9.0842	 12.4294

9.0845	 12.4360

9.0847	 12.4425

9.0850	 12.4491

9.0852	 12.4556

9.0855	 12.4622

9.0802	 12.4849

9.0801	 12.4905

9.0801	 12.4960

9.0800	 12.5015

9.0800	 12.5071

9.0799	 12.5126

9.0798	 12.5181

9.0798	 12.5236

9.0797	 12.5292

9.0796	 12.5347

9.0796	 12.5402

9.0795	 12.5458

9.0794	 12.5513

9.0794	 12.5568

9.0793	 12.5623

9.0792	 12.5679

9.0792	 12.5734

9.0791	 12.5789

9.0791	 12.5845

9.0790	 12.5900

9.0789	 12.5955

9.0789	 12.6010

9.0788	 12.6066

9.0787	 12.6121

9.0787	 12.6176

9.0786	 12.6232

9.0785	 12.6287

9.0785	 12.6342

9.0784	 12.6397

9.0783	 12.6453

9.0783	 12.6508

9.0782	 12.6563

9.0781	 12.6619

9.0781	 12.6674

9.0780	 12.6729

9.0780	 12.6784

9.0779	 12.6840

9.0778	 12.6895

9.0778	 12.6950

9.0777	 12.7006

9.0744	 12.7302

9.0745	 12.7365

9.0746	 12.7429

9.0747	 12.7492

9.0748	 12.7555

9.0749	 12.7618

9.0750	 12.7681

9.0751	 12.7745

9.0751	 12.7808

9.0752	 12.7871

9.0753	 12.7934

9.0754	 12.7997

9.0755	 12.8060

9.0756	 12.8124

9.0757	 12.8187

9.0757	 12.8250

9.0758	 12.8313

9.0759	 12.8376

9.0760	 12.8440

9.0761	 12.8503

9.0762	 12.8566

9.0763	 12.8629

9.0764	 12.8692

9.0764	 12.8756

9.0765	 12.8819

9.0766	 12.8882

9.0767	 12.8945

9.0768	 12.9008

9.0769	 12.9071

9.0770	 12.9135

9.0770	 12.9198

9.0771	 12.9261

9.0772	 12.9324

9.0773	 12.9387

9.0774	 12.9451

9.0775	 12.9514

9.0776	 12.9577

9.0777	 12.9640

9.0777	 12.9703

9.0778	 12.9766

9.0716	 13.0054

9.0716	 13.0116

9.0716	 13.0177

9.0716	 13.0239

9.0715	 13.0300

9.0715	 13.0362

9.0715	 13.0424

9.0715	 13.0485

9.0715	 13.0547

9.0714	 13.0608

9.0714	 13.0670

9.0714	 13.0732

9.0714	 13.0793

9.0713	 13.0855

9.0713	 13.0916

9.0713	 13.0978

9.0713	 13.1040

9.0712	 13.1101

9.0712	 13.1163

9.0712	 13.1225

9.0712	 13.1286

9.0712	 13.1348

9.0711	 13.1409

9.0711	 13.1471

9.0711	 13.1533

9.0711	 13.1594

9.0710	 13.1656

9.0710	 13.1717

9.0710	 13.1779

9.0710	 13.1841

9.0709	 13.1902

9.0709	 13.1964

9.0709	 13.2025

9.0709	 13.2087

9.0709	 13.2149

9.0708	 13.2210

9.0708	 13.2272

9.0708	 13.2334

9.0708	 13.2395

9.0707	 13.2457

9.0613	 13.2620

9.0615	 13.2686

9.0617	 13.2751

9.0619	 13.2816

9.0621	 13.2881

9.0623	 13.2946

9.0625	 13.3011

9.0627	 13.3076

9.0629	 13.3141

9.0630	 13.3206

9.0632	 13.3271

9.0634	 13.3336

9.0636	 13.3401

9.0638	 13.3466

9.0640	 13.3531

9.0642	 13.3596

9.0644	 13.3661

9.0646	 13.3726

9.0648	 13.3791

9.0649	 13.3856

9.0651	 13.3921

9.0653	 13.3986

9.0655	 13.4051

9.0657	 13.4116

9.0659	 13.4181

9.0661	 13.4246

9.0663	 13.4311

9.0665	 13.4376

9.0667	 13.4441

9.0668	 13.4506

9.0670	 13.4571

9.0672	 13.4636

9.0674	 13.4701

9.0676	 13.4766

9.0678	 13.4831

9.0680	 13.4896

9.0682	 13.4961

9.0684	 13.5026

9.0685	 13.5091

9.0687	 13.5156

9.0490	 13.5173

9.0495	 13.5243

9.0501	 13.5312

9.0506	 13.5381

9.0512	 13.5451

9.0517	 13.5520

9.0523	 13.5589

9.0528	 13.5659

9.0534	 13.5728

9.0540	 13.5798

9.0545	 13.5867

9.0551	 13.5936

9.0556	 13.6006

9.0562	 13.6075

9.0567	 13.6144

9.0573	 13.6214

9.0578	 13.6283

9.0584	 13.6353

9.0590	 13.6422

9.0595	 13.6491

9.0601	 13.6561

9.0606	 13.6630

9.0612	 13.6699

9.0617	 13.6769

9.0623	 13.6838

9.0628	 13.6908

9.0634	 13.6977

9.0640	 13.7046

9.0645	 13.7116

9.0651	 13.7185

9.0656	 13.7254

9.0662	 13.7324

9.0667	 13.7393

9.0673	 13.7463

9.0678	 13.7532

9.0684	 13.7601

9.0690	 13.7671

9.0695	 13.7740

9.0701	 13.7809

9.0706	 13.7879

9.0570	 13.7932

9.0568	 13.8002

9.0566	 13.8072

9.0564	 13.8142

9.0562	 13.8212

9.0560	 13.8282

9.0558	 13.8352

9.0556	 13.8422

9.0554	 13.8492

9.0552	 13.8562

9.0549	 13.8631

9.0547	 13.8701

9.0545	 13.8771

9.0543	 13.8841

9.0541	 13.8911

9.0539	 13.8981

9.0537	 13.9051

9.0535	 13.9121

9.0533	 13.9191

9.0531	 13.9261

9.0529	 13.9331

9.0527	 13.9401

9.0525	 13.9471

9.0522	 13.9541

9.0520	 13.9611

9.0518	 13.9681

9.0516	 13.9751

9.0514	 13.9820

9.0512	 13.9890

9.0510	 13.9960

9.0508	 14.0030

9.0506	 14.0100

9.0504	 14.0170

9.0502	 14.0240

9.0500	 14.0310

9.0497	 14.0380

9.0495	 14.0450

9.0493	 14.0520

9.0577	 14.0536

9.0578	 14.0606

9.0579	 14.0677

9.0579	 14.0747

9.0580	 14.0817

9.0581	 14.0888

9.0581	 14.0958

9.0582	 14.1028

9.0583	 14.1099

9.0584	 14.1169

9.0584	 14.1239

9.0585	 14.1310

9.0586	 14.1380

9.0587	 14.1451

9.0587	 14.1521

9.0588	 14.1591

9.0589	 14.1662

9.0590	 14.1732

9.0590	 14.1802

9.0591	 14.1873

9.0592	 14.1943

9.0593	 14.2013

9.0593	 14.2084

9.0594	 14.2154

9.0595	 14.2224

9.0595	 14.2295

9.0596	 14.2365

9.0597	 14.2436

9.0598	 14.2506

9.0598	 14.2576

9.0599	 14.2647

9.0600	 14.2717

9.0601	 14.2787

9.0601	 14.2858

9.0602	 14.2928

9.0603	 14.2998

9.0604	 14.3069

9.0604	 14.3139

9.0605	 14.3209

9.0590	 14.3245

9.0589	 14.3312

9.0589	 14.3379

9.0588	 14.3446

9.0588	 14.3513

9.0587	 14.3580

9.0587	 14.3647

9.0586	 14.3714

9.0586	 14.3782

9.0585	 14.3849

9.0585	 14.3916

9.0584	 14.3983

9.0584	 14.4050

9.0583	 14.4117

9.0583	 14.4184

9.0582	 14.4251

9.0582	 14.4319

9.0581	 14.4386

9.0581	 14.4453

9.0580	 14.4520

9.0580	 14.4587

9.0579	 14.4654

9.0579	 14.4721

9.0579	 14.4788

9.0578	 14.4856

9.0578	 14.4923

9.0577	 14.4990

9.0577	 14.5057

9.0576	 14.5124

9.0576	 14.5191

9.0575	 14.5258

9.0575	 14.5325

9.0574	 14.5393

9.0574	 14.5460

9.0573	 14.5527

9.0573	 14.5594

9.0572	 14.5661

9.0572	 14.5728

9.0571	 14.5795

9.0489	 14.5926

9.0492	 14.5990

9.0496	 14.6053

9.0499	 14.6117

9.0503	 14.6180

9.0506	 14.6244

9.0510	 14.6307

9.0513	 14.6371

9.0517	 14.6435

9.0520	 14.6498

9.0524	 14.6562

9.0528	 14.6625

9.0531	 14.6689

9.0535	 14.6752

9.0538	 14.6816

9.0542	 14.6880

9.0545	 14.6943

9.0549	 14.7007

9.0552	 14.7070

9.0556	 14.7134

9.0559	 14.7197

9.0563	 14.7261

9.0566	 14.7324

9.0570	 14.7388

9.0573	 14.7452

9.0577	 14.7515

9.0580	 14.7579

9.0584	 14.7642

9.0588	 14.7706

9.0591	 14.7769

9.0595	 14.7833

9.0598	 14.7896

9.0602	 14.7960

9.0605	 14.8024

9.0609	 14.8087

9.0612	 14.8151

9.0616	 14.8214

9.0619	 14.8278

9.0623	 14.8341

9.0626	 14.8405

9.0642	 14.8625

9.0639	 14.8686

9.0635	 14.8746

9.0632	 14.8807

9.0628	 14.8868

9.0625	 14.8928

9.0621	 14.8989

9.0618	 14.9049

9.0614	 14.9110

9.0611	 14.9171

9.0607	 14.9231

9.0603	 14.9292

9.0600	 14.9353

9.0596	 14.9413

9.0593	 14.9474

9.0589	 14.9534

9.0586	 14.9595

9.0582	 14.9656

9.0579	 14.9716

9.0575	 14.9777

9.0572	 14.9838

9.0568	 14.9898

9.0565	 14.9959

9.0561	 15.0019

9.0558	 15.0080

9.0554	 15.0141

9.0551	 15.0201

9.0547	 15.0262

9.0544	 15.0323

9.0540	 15.0383

9.0537	 15.0444

9.0533	 15.0504

9.0530	 15.0565

9.0526	 15.0626

9.0523	 15.0686

9.0519	 15.0747

9.0516	 15.0808

9.0512	 15.0868

9.0509	 15.0929

9.0505	 15.0989

9.0546	 15.1070

9.0543	 15.1135

9.0540	 15.1200

9.0538	 15.1265

9.0535	 15.1330

9.0532	 15.1395

9.0529	 15.1460

9.0527	 15.1525

9.0524	 15.1590

9.0521	 15.1655

9.0519	 15.1720

9.0516	 15.1785

9.0513	 15.1850

9.0510	 15.1915

9.0508	 15.1980

9.0505	 15.2045

9.0502	 15.2110

9.0500	 15.2175

9.0497	 15.2240

9.0494	 15.2305

9.0491	 15.2369

9.0489	 15.2434

9.0486	 15.2499

9.0483	 15.2564

9.0480	 15.2629

9.0478	 15.2694

9.0475	 15.2759

9.0472	 15.2824

9.0470	 15.2889

9.0467	 15.2954

9.0464	 15.3019

9.0461	 15.3084

9.0459	 15.3149

9.0456	 15.3214

9.0453	 15.3279

9.0450	 15.3344

